Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,176.7242431640625,178.1758575439453,176.2306365966797,176.7242431640625,176.7242431640625,0
2023-01-03,178.1483154296875,178.50827026367188,177.09530639648438,178.1483154296875,178.1483154296875,0
2023-01-04,178.37583923339844,178.73422241210938,177.38580322265625,178.37583923339844,178.37583923339844,0
2023-01-05,178.58416748046875,179.03204345703125,178.04275512695312,178.58416748046875,178.58416748046875,0
2023-01-06,178.9051971435547,179.949462890625,178.8624725341797,178.9051971435547,178.9051971435547,0
2023-01-09,179.07168579101562,180.23057556152344,178.55975341796875,179.07168579101562,179.07168579101562,0
2023-01-10,180.09242248535156,180.48812866210938,180.0479736328125,180.09242248535156,180.09242248535156,0
2023-01-11,180.3656768798828,180.75291442871094,180.10595703125,180.3656768798828,180.3656768798828,0
2023-01-12,180.658203125,181.04876708984375,180.0141143798828,180.658203125,180.658203125,0
2023-01-13,180.96585083007812,181.35877990722656,180.85072326660156,180.96585083007812,180.96585083007812,0
2023-01-16,181.34210205078125,182.19943237304688,179.84478759765625,181.34210205078125,181.34210205078125,0
2023-01-17,182.17416381835938,182.5379180908203,182.06155395507812,182.17416381835938,182.17416381835938,0
2023-01-18,182.48326110839844,182.94322204589844,182.3039093017578,182.48326110839844,182.48326110839844,0
2023-01-19,182.79409790039062,183.16744995117188,182.7071075439453,182.79409790039062,182.79409790039062,0
2023-01-20,183.08309936523438,183.46128845214844,182.49073791503906,183.08309936523438,183.08309936523438,0
2023-01-23,183.3184051513672,184.40634155273438,181.71165466308594,183.31166076660156,183.31166076660156,0
2023-01-24,184.36090087890625,184.7180938720703,184.23348999023438,184.36090087890625,184.36090087890625,0
2023-01-25,184.61288452148438,185.07821655273438,183.83712768554688,184.61288452148438,184.61288452148438,0
2023-01-26,184.96241760253906,185.3679962158203,183.58770751953125,184.96241760253906,184.96241760253906,0
2023-01-27,185.298828125,185.70347595214844,185.1900634765625,185.298828125,185.298828125,0
2023-01-30,185.5740509033203,186.62843322753906,185.25238037109375,185.5740509033203,185.5740509033203,0
2023-01-31,186.57444763183594,186.91018676757812,186.20962524414062,186.57444763183594,186.57444763183594,0
2023-02-01,186.9944305419922,187.3483123779297,186.14141845703125,186.9944305419922,186.9944305419922,0
2023-02-02,187.25149536132812,187.72213745117188,187.20623779296875,187.25149536132812,187.25149536132812,0
2023-02-03,187.57948303222656,189.0136260986328,187.46517944335938,187.57948303222656,187.57948303222656,0
2023-02-06,188.09906005859375,189.14854431152344,187.8997039794922,188.09906005859375,188.09906005859375,0
2023-02-07,189.11459350585938,189.4940948486328,188.99989318847656,189.11459350585938,189.11459350585938,0
2023-02-08,189.5117950439453,189.9268035888672,189.375,189.5117950439453,189.5117950439453,0
2023-02-09,189.8134002685547,190.2397003173828,189.60946655273438,189.8134002685547,189.8134002685547,0
2023-02-10,190.1862030029297,190.56448364257812,190.0830078125,190.1862030029297,190.1862030029297,0
2023-02-13,190.5104217529297,191.69346618652344,190.41329956054688,190.5104217529297,190.5104217529297,0
2023-02-14,191.64370727539062,192.08544921875,191.5301055908203,191.64370727539062,191.64370727539062,0
2023-02-15,191.98269653320312,192.42239379882812,191.8624725341797,191.98269653320312,191.98269653320312,0
2023-02-16,192.36729431152344,192.8199005126953,192.28578186035156,192.36729431152344,192.36729431152344,0
2023-02-17,192.81178283691406,193.22520446777344,192.76980590820312,192.81178283691406,192.81178283691406,0
2023-02-20,191.69918823242188,193.17999267578125,191.52261352539062,191.69918823242188,191.69918823242188,0
2023-02-21,193.09689331054688,193.31309509277344,193.0498046875,193.09689331054688,193.09689331054688,0
2023-02-22,193.10910034179688,195.0484619140625,193.02496337890625,193.10910034179688,193.10910034179688,0
2023-02-23,194.9564971923828,195.6379852294922,194.82749938964844,194.9564971923828,194.9564971923828,0
2023-02-24,195.30393981933594,195.76806640625,194.92372131347656,195.30393981933594,195.30393981933594,0
2023-02-27,195.6977996826172,196.85682678222656,195.58970642089844,195.6977996826172,195.6977996826172,0
2023-02-28,196.7895050048828,197.20620727539062,196.6991729736328,196.7895050048828,196.7895050048828,0
