Date,Open,High,Low,Close,Adj Close,Volume
1993-01-29,43.96875,43.96875,43.75,43.9375,24.941383361816406,1003200
1993-02-01,43.96875,44.25,43.96875,44.25,25.118789672851562,480500
1993-02-02,44.21875,44.375,44.125,44.34375,25.172006607055664,201300
1993-02-03,44.40625,44.84375,44.375,44.8125,25.438091278076172,529400
1993-02-04,44.96875,45.09375,44.46875,45.0,25.544525146484375,531500
1993-02-05,44.96875,45.0625,44.71875,44.96875,25.526784896850586,492100
1993-02-08,44.96875,45.125,44.90625,44.96875,25.526784896850586,596100
1993-02-09,44.8125,44.8125,44.5625,44.65625,25.34940528869629,122100
1993-02-10,44.65625,44.75,44.53125,44.71875,25.3848819732666,379600
1993-02-11,44.78125,45.125,44.78125,44.9375,25.50904655456543,19500
1993-02-12,44.875,44.875,44.59375,44.59375,25.313922882080078,42500
1993-02-16,44.46875,44.46875,43.40625,43.46875,24.67531394958496,374800
1993-02-17,43.46875,43.53125,43.28125,43.4375,24.657550811767578,210900
1993-02-18,43.9375,43.9375,42.8125,43.40625,24.63984489440918,378100
1993-02-19,43.40625,43.5625,43.34375,43.5625,24.728527069091797,34900
1993-02-22,43.6875,43.78125,43.5625,43.71875,24.81722640991211,513600
1993-02-23,43.84375,43.875,43.46875,43.6875,24.79947280883789,373700
1993-02-24,43.71875,44.25,43.71875,44.25,25.118789672851562,26300
1993-02-25,44.21875,44.375,44.125,44.34375,25.172006607055664,44500
1993-02-26,44.4375,44.4375,44.1875,44.40625,25.20747947692871,66200
1993-03-01,44.5625,44.5625,44.21875,44.28125,25.13652229309082,66500
1993-03-02,44.3125,44.9375,44.25,44.9375,25.50904655456543,182400
1993-03-03,45.0,45.15625,44.9375,45.125,25.615480422973633,280100
1993-03-04,45.1875,45.1875,44.875,44.875,25.47357940673828,89500
1993-03-05,44.9375,45.125,44.71875,44.75,25.40261459350586,40000
1993-03-08,44.84375,45.75,44.84375,45.75,25.970264434814453,50800
1993-03-09,45.65625,45.6875,45.5,45.59375,25.881595611572266,169300
1993-03-10,45.59375,45.6875,45.40625,45.6875,25.934804916381836,194400
1993-03-11,45.71875,45.84375,45.5,45.5625,25.86383819580078,70900
1993-03-12,45.1875,45.21875,44.8125,45.09375,25.597747802734375,643600
1993-03-15,45.0625,45.3125,45.0625,45.3125,25.721925735473633,310800
1993-03-16,45.3125,45.4375,45.3125,45.3125,25.721925735473633,30800
1993-03-17,45.25,45.25,44.96875,45.03125,25.56228256225586,21800
1993-03-18,45.21875,45.5,45.21875,45.3125,25.721925735473633,59300
1993-03-19,45.28125,45.28125,45.03125,45.03125,25.683006286621094,66900
1993-03-22,44.59375,44.875,44.5625,44.78125,25.540407180786133,183400
1993-03-23,44.90625,44.9375,44.8125,44.875,25.593887329101562,55200
1993-03-24,44.8125,45.0625,44.59375,44.875,25.593887329101562,37200
1993-03-25,44.90625,45.25,44.84375,45.15625,25.754276275634766,110100
1993-03-26,45.125,45.15625,44.875,44.90625,25.611696243286133,101500
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.71864128112793,87100
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.789936065673828,56000
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.772111892700195,111600
1993-04-01,45.25,45.25,44.9375,45.03125,25.683006286621094,129500
1993-04-02,44.65625,44.65625,44.09375,44.09375,25.148305892944336,59400
1993-04-05,44.4375,44.4375,44.1875,44.3125,25.27305793762207,172200
1993-04-06,44.40625,44.40625,44.0625,44.1875,25.201772689819336,129700
1993-04-07,44.25,44.34375,44.15625,44.34375,25.29088592529297,28000
1993-04-08,44.53125,44.53125,44.09375,44.28125,25.25523567199707,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,25.611696243286133,348500
1993-04-13,44.875,45.15625,44.84375,45.0,25.665170669555664,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,25.6295223236084,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,25.6295223236084,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,25.6295223236084,47900
